species,pu,amount
4,114,0
5,114,34.2222222222222
6,114,0.000101881892344512
1,115,0
2,115,0
3,115,0
4,115,0
5,115,39.5
6,115,6.5427705076328e-05
1,116,0
2,116,0
3,116,1.5
4,116,0.000969590281328155
5,116,3.66666666666667
6,116,2.16149632879892e-05
1,117,4.2
2,117,7.94503110184002e-18
3,117,1
4,117,0.000160568185948215
5,117,0
6,117,0
1,118,2.85714285714286
2,118,9.85614745665425e-18
3,118,92.2
4,118,0.210792810125318
5,118,170.9
6,118,0.0346451699615509
1,119,0
2,119,0
3,119,0
4,119,0
5,119,23
6,119,0.000262826054739766
1,120,0
2,120,0
3,120,0
4,120,0
5,120,21.6666666666667
6,120,0.000507520841517209
1,121,0
2,121,0
3,121,0
4,121,0
5,121,35.6
6,121,9.81984836463372e-05
1,122,0
2,122,0
3,122,1.33333333333333
4,122,4.65946781660831e-05
5,122,2.66666666666667
6,122,1.92087039005524e-06
1,123,2.77777777777778
2,123,7.19742715911297e-18
3,123,2.16666666666667
4,123,6.5056825511823e-05
5,123,0
6,123,0
1,124,78.1
2,124,5.32380322227001e-18
3,124,1280.3
4,124,1
5,124,4.7
6,124,0.00175379083530765
1,125,5.77777777777778
2,125,4.47348656596243e-18
3,125,71.9
4,125,0.203976627621072
5,125,18.9
6,125,0.00243369418802319
1,126,0
2,126,0
3,126,0
4,126,0
5,126,830.2
6,126,0.100004877015392
1,127,0
2,127,0
3,127,1.85714285714286
4,127,9.29925792434673e-05
5,127,122.5
6,127,0.00538773138464999
1,128,3.71428571428571
2,128,4.253599320129e-18
3,128,8.2
4,128,8.00177288127314e-05
5,128,72.6
6,128,0.0020102247902946
1,129,0
2,129,0
3,129,0
4,129,0
5,129,16.7
6,129,0.000421837111045017
1,130,0
2,130,0
3,130,0
4,130,0
5,130,23.6666666666667
6,130,3.10549679851621e-05
1,131,1
2,131,0
3,131,1
4,131,0.00170756086364216
5,131,1.5
6,131,5.2025570955036e-07
1,132,0
2,132,0
3,132,45.1
4,132,0.277580279704
5,132,4.1
6,132,0.000426047259116323
1,133,13.2
2,133,5.27600111804013e-18
3,133,95.3
4,133,0.3583040212499
5,133,3.5
6,133,0.0057242892149094
1,134,0
2,134,0
3,134,0
4,134,0
5,134,215.2
6,134,0.0205484630806045
1,135,0
2,135,0
3,135,0
4,135,0
5,135,13.2
6,135,0.000265477908917788
1,136,0
2,136,0
3,136,0
4,136,0
5,136,10.3333333333333
