id,cost,status,xloc,yloc
342,0.1,3,33855.77032884,1316798.58034665
343,0.1,3,44601.46964708,1316798.58034664
344,0.1,3,55347.16896532,1316798.58034664
345,0.1,3,66092.86828355,1316798.58034665
346,0.1,0,76838.56760179,1316798.58034664
347,0.1,3,87584.26692002,1316798.58034665
348,0.1,0,98329.96623826,1316798.58034665
349,0.1,0,109075.66555649,1316798.58034664
350,0.1,0,-68228.37319439,1326104.62893767
351,0.1,3,-57482.67387616,1326104.62893767
352,0.1,3,-14499.87660321,1326104.62893766
353,0.1,3,-3754.17728498,1326104.62893767
354,0.1,3,6991.52203326,1326104.62893767
355,0.1,3,17737.22135149,1326104.62893767
356,0.1,3,28482.92066973,1326104.62893767
357,0.1,3,39228.61998796,1326104.62893766
358,0.1,3,49974.3193062,1326104.62893766
359,0.1,3,60720.01862443,1326104.62893766
360,0.1,3,71465.71794267,1326104.62893766
361,0.1,3,82211.4172609,1326104.62893766
362,0.1,3,92957.11657914,1326104.62893767
363,0.1,0,-62855.52353527,1335410.67752869
364,0.1,3,-9127.0269441,1335410.67752869
365,0.1,3,1618.67237414,1335410.67752869
366,0.1,3,12364.37169237,1335410.67752869
367,0.1,3,23110.07101061,1335410.67752868
368,0.1,3,33855.77032884,1335410.67752869
369,0.1,3,44601.46964708,1335410.67752869
370,0.1,3,55347.16896532,1335410.67752868
371,0.1,3,66092.86828355,1335410.67752869
372,0.1,3,76838.56760179,1335410.67752869
373,0.1,3,87584.26692002,1335410.67752869
374,0.1,0,98329.96623826,1335410.67752869
375,0.1,0,109075.66555649,1335410.67752869
376,0.1,0,-89719.77183086,1344716.72611971
377,0.1,3,-78974.07251263,1344716.72611971
378,0.1,3,-57482.67387616,1344716.72611971
379,0.1,3,-46736.97455792,1344716.72611971
380,0.1,3,-3754.17728498,1344716.72611971
381,0.1,3,6991.52203326,1344716.72611971
382,0.1,3,17737.22135149,1344716.72611971
383,0.1,3,28482.92066973,1344716.72611971
384,0.1,3,39228.61998796,1344716.72611971
385,0.1,3,49974.3193062,1344716.72611971
386,0.1,3,60720.01862443,1344716.72611971
387,0.1,3,71465.71794267,1344716.7261197
388,0.1,3,82211.4172609,1344716.72611971
389,0.1,3,92957.11657914,1344716.72611971
390,0.1,0,103702.81589737,1344716.72611971
391,0.1,3,-62855.52353527,1354022.77471073
392,0.1,3,-52109.82421704,1354022.77471073
393,0.1,3,-41364.1248988,1354022.77471072
394,0.1,3,1618.67237414,1354022.77471073
395,0.1,3,12364.37169237,1354022.77471073
396,0.1,3,23110.07101061,1354022.77471072
397,0.1,3,33855.77032884,1354022.77471073
398,0.1,3,44601.46964708,1354022.77471073
399,0.1,3,55347.16896532,1354022.77471072
400,0.1,3,66092.86828355,1354022.77471073
401,0.1,3,76838.56760179,1354022.77471073
402,0.1,3,87584.26692002,1354022.77471072
403,0.1,0,98329.96623826,1354022.77471073
404,0.1,0,-68228.37319439,1363328.82330175
405,0.1,3,-57482.67387616,1363328.82330175
406,0.1,3,-46736.97455792,1363328.82330175
407,0.1,3,-35991.27523969,1363328.82330175
408,0.1,3,-3754.17728498,1363328.82330175
409,0.1,3,6991.52203326,1363328.82330175
410,0.1,3,17737.22135149,1363328.82330175
411,0.1,3,28482.92066973,1363328.82330175
412,0.1,3,39228.61998796,1363328.82330175
413,0.1,3,49974.3193062,1363328.82330175
414,0.1,3,60720.01862443,1363328.82330174
415,0.1,3,71465.71794267,1363328.82330175
416,0.1,0,82211.4172609,1363328.82330175
417,0.1,3,92957.11657914,1363328.82330175
418,0.1,0,103702.81589737,1363328.82330174
419,0.1,0,-73601.22285351,1372634.87189277
420,0.1,3,-62855.52353527,1372634.87189277
421,0.1,3,-52109.82421704,1372634.87189277
422,0.1,3,-41364.1248988,1372634.87189277
423,0.1,3,-30618.42558057,1372634.87189277
424,0.1,3,1618.67237414,1372634.87189277
425,0.1,3,12364.37169237,1372634.87189277
426,0.1,3,23110.07101061,1372634.87189277
427,0.1,3,33855.77032884,1372634.87189277
428,0.1,0,44601.46964708,1372634.87189277
429,0.1,3,55347.16896532,1372634.87189277
430,0.1,0,66092.86828355,1372634.87189277
431,0.1,0,76838.56760179,1372634.87189277
432,0.1,3,173549.86146591,1372634.87189277
433,0.1,0,-78974.07251263,1381940.92048379
434,0.1,3,-68228.37319439,1381940.92048379
435,0.1,3,-57482.67387616,1381940.92048379
436,0.1,3,-46736.97455792,1381940.92048379
437,0.1,3,-35991.27523969,1381940.92048379
438,0.1,3,6991.52203326,1381940.92048379
439,0.1,3,17737.22135149,1381940.92048379
440,0.1,3,28482.92066973,1381940.92048379
441,0.1,0,39228.61998796,1381940.92048379
442,0.1,0,49974.3193062,1381940.92048379
443,0.1,0,60720.01862443,1381940.92048379
444,0.1,0,-84346.92217174,1391246.96907481
445,0.1,3,-73601.22285351,1391246.96907481
446,0.1,3,-62855.52353527,1391246.96907481
447,0.1,3,-52109.82421704,1391246.96907481
448,0.1,3,-41364.1248988,1391246.96907481
449,0.1,3,-30618.42558057,1391246.96907481
450,0.1,3,12364.37169237,1391246.96907481
451,0.1,3,23110.07101061,1391246.96907481
452,0.1,0,33855.77032884,1391246.96907481
453,0.1,0,76838.56760179,1391246.96907481
454,0.1,0,-89719.77183086,1400553.01766583
455,0.1,3,-78974.07251263,1400553.01766583
