species,pu,amount
1,1,4.5
2,1,0.0001174819859997
1,2,2
2,2,2.26746170887688e-06
1,3,0
2,3,0
1,4,1
2,4,5.89733077743164e-10
1,5,1
2,5,1.57845656786659e-05
1,6,1.5
2,6,9.21231420088766e-06
1,7,1
2,7,4.13619443458557e-07
1,8,1
2,8,4.4956444452374e-10
1,9,0
2,9,0
1,10,1
2,10,2.52182046284504e-13
1,11,0
2,11,0
1,12,1
2,12,8.64104876034756e-06
1,13,1
2,13,3.8178756704437e-07
1,14,1.5
2,14,1.493573896655e-05
1,15,1.66666666666667
2,15,6.24129080467404e-06
1,16,1
2,16,6.27933119130444e-06
1,17,1
2,17,1.73741518569435e-08
1,18,1
2,18,1.4373887756233e-13
1,19,0
2,19,0
1,20,1
2,20,8.79260964379666e-08
1,21,0
2,21,0
1,22,1
2,22,3.9990435186486e-09
1,23,1
2,23,6.36895550728035e-06
1,24,0
2,24,0
1,25,1.5
2,25,1.05557136714174e-05
1,26,0
2,26,0
1,27,1
2,27,6.86893109942526e-07
1,28,1
2,28,5.76050260377097e-08
1,29,2.25
2,29,9.22133369121911e-06
1,30,1
2,30,2.05089933949763e-05
1,31,0
2,31,0
1,32,1
2,32,6.54163982676269e-06
1,33,1
2,33,4.56310821658313e-08
1,34,0
2,34,0
1,35,1.5
2,35,9.03399306911265e-05
1,36,1
2,36,1.20865959745861e-07
1,37,1
2,37,1.51349725731446e-07
1,38,1
2,38,3.47309984557289e-05
1,39,1
2,39,9.42490689841799e-06
1,40,1
2,40,1.93174165576789e-05
1,41,0
2,41,0
1,42,1
2,42,2.15404336150742e-06
1,43,2
2,43,5.11977453922706e-13
1,44,0
2,44,0
1,45,0
2,45,0
1,46,1.66666666666667
2,46,9.78657601933054e-05
1,47,0
2,47,0
1,48,0
2,48,0
1,49,1.25
2,49,3.4444113266881e-05
1,50,2.5
2,50,4.00786820534975e-05
1,51,1
2,51,7.82398463045202e-05
1,52,0
2,52,0
1,53,0
2,53,0
1,54,0
2,54,0
1,55,0
2,55,0
1,56,1.5
2,56,7.22999687240298e-05
1,57,0
2,57,0
1,58,0
2,58,0
1,59,1
2,59,1.18572100902351e-05
1,60,1
2,60,7.16793991284167e-06
1,61,3
2,61,4.67284900663247e-05
1,62,1.5
2,62,5.49600512436224e-05
1,63,0
2,63,0
1,64,4.57142857142857
2,64,6.04904842319816e-05
1,65,2.33333333333333
2,65,1.87711533266239e-05
1,66,1.25
2,66,1.14293177144331e-05
1,67,1
2,67,1.02171576138349e-09
1,68,0
2,68,0
1,69,1
2,69,0
1,70,1
2,70,9.16741831279862e-10
1,71,0
2,71,0
1,72,0
2,72,0
1,73,2.5
2,73,3.36618214829502e-05
1,74,1
2,74,7.12742803398563e-05
1,75,0
2,75,0
1,76,0
2,76,0
1,77,0
2,77,0
1,78,0
2,78,0
1,79,1
2,79,2.41022090172725e-07
1,80,1.2
2,80,3.40199913259405e-06
1,81,1.875
2,81,4.08327344719667e-05
1,82,2.16666666666667
2,82,5.36252065131766e-06
1,83,1
2,83,0.000149111902099099
1,84,1
2,84,1.3611141228976e-09
1,85,0
2,85,0
1,86,0
2,86,0
1,87,1
2,87,1.52836950370061e-06
1,88,1.33333333333333
2,88,3.42969997317518e-05
1,89,3.14285714285714
2,89,4.43187422086212e-05
1,90,2.5
2,90,6.26896513654032e-06
1,91,1
2,91,0.000117342962772419
1,92,1
2,92,2.65878458724737e-05
1,93,0
2,93,0
1,94,0
2,94,0
